,dataset,iteration,layer_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
37,bookcorpus,7,1,2886,884,1832,2542,2208,3610,2089,3721,408,1247,1473,5407,22748,5308,6671,2443,4634,1694,303,208,2,10125,3782,367,4632,182,3767,289,8812,1490,3594,19790,1394,811,791,1922,6726,2210,6223,1487,3179,23905,5537,2771,1031,2003,5423,3317,1434,6,1753,28736,1820,55,181,0,2297,0,13,3005,3029,2382,4116,4964,148,723,33420,1068,1425,0,11649,7095,0,1183,429,8274,2756,1631,5599,6700,0,9531,1211,0,9395,1701,1592,1651,426,125,3355,518,2107,3969,759,4085,3981,340,10781,93,8139,305,1938,1490,1586,9943,0,713,53,892,6990,1456,1232,3212,80971,3615,662,4,0,0,2142,3111,0,1331,745,906,3457,6
38,bookcorpus,8,1,2788,974,2304,2111,1881,3732,1658,3229,441,1058,2117,4899,22160,5307,6777,2455,4371,1542,231,209,1,11368,2950,437,4113,319,4301,316,8828,2378,4225,18201,1605,846,626,2092,6951,2657,6058,1609,3073,22798,5811,3065,1219,2063,6358,3052,1747,6,2125,27070,1875,100,176,0,1755,0,3,3248,3346,2822,4588,6049,157,516,31747,1259,1507,0,11168,6184,0,1146,354,9095,2688,2513,4669,6671,0,9373,1297,1,10256,1749,819,1953,332,136,2623,560,2145,3536,609,3083,4603,307,11390,225,8908,381,2083,1651,1542,9686,0,1053,136,863,6642,1096,1514,3253,82062,3179,723,6,0,0,2294,3114,0,1629,717,986,3623,2
39,bookcorpus,9,1,2827,986,1921,2941,1930,4027,2075,3058,426,1566,1809,6390,22220,5362,6127,2138,4611,2138,231,258,2,10389,3207,426,4897,238,3410,280,8981,1865,4406,18920,1824,896,476,1720,7213,2960,6444,1438,2822,22671,5284,2548,896,1857,6774,2897,1460,14,2162,27397,1665,97,248,0,1862,0,39,3608,2554,2972,3723,5378,164,358,32425,1332,1392,0,11565,6383,0,1274,505,7734,2702,2089,5672,5971,0,9130,1157,1,10074,1843,921,1778,355,193,3240,402,2327,3843,738,4094,4322,309,10717,132,8122,367,2059,1988,1661,10097,4,477,123,768,6900,1119,1333,3021,82258,3805,745,3,0,0,1898,3134,0,1692,677,956,3965,13
40,bookcorpus,10,1,2395,977,2120,2298,1544,3921,1722,3052,382,1207,1899,5523,22467,5686,7057,1646,4391,1457,340,309,6,11321,3630,404,3956,219,3348,294,10321,1734,4616,19476,1241,964,824,1705,6299,3164,5887,1869,3006,24099,5925,1985,993,1638,5912,2896,1648,13,1469,27906,1462,89,157,0,1725,0,82,2547,2474,2763,4577,6373,123,337,33264,890,1704,0,12132,6052,1,1073,395,8193,2301,1840,5633,6122,0,9010,1000,0,10632,1352,1711,1704,415,151,3084,400,2035,3237,680,3754,4743,735,10915,158,8471,347,1959,1532,2243,10038,6,508,159,568,6740,1024,1311,3643,82731,3232,559,6,0,0,1732,3089,0,1144,698,1250,4106,6
41,bookcorpus,11,1,3070,785,2406,2136,2562,3313,1886,4062,462,1209,1531,5301,24964,5114,6874,2195,4878,1481,346,308,2,11694,2919,379,3562,246,3232,305,9149,1932,4638,19082,1378,1147,728,1882,7322,2337,6396,2049,2385,22676,5203,3297,848,1808,5971,2728,1325,6,1946,28072,1742,41,175,0,1900,0,121,2945,2902,2961,4248,5873,135,364,33275,1280,1566,0,11362,5712,1,1134,383,7773,3037,1624,5819,6171,0,9084,1091,3,11035,1791,1064,1354,315,150,2540,368,2469,3271,779,4200,3545,303,11324,161,7689,337,1845,1821,1652,9511,2,866,109,907,6460,914,1672,3068,83560,3311,501,2,0,0,1721,2978,0,1493,645,1008,3287,11
42,bookcorpus,12,1,2614,1041,2411,2082,2172,3407,1857,2904,464,979,1758,5086,23126,5710,7813,1925,4024,1511,324,478,4,11661,4165,417,4179,197,3363,290,9508,1988,4471,18276,1582,1015,781,2041,6967,3003,6136,1486,2970,22770,6006,2227,1541,1901,5781,3188,1710,26,1861,27065,1941,55,271,0,1833,0,19,3198,3045,2617,3556,5969,197,364,33040,1228,1516,0,10692,5581,0,1270,353,8080,2884,1823,5706,7228,0,7722,1009,0,10625,1688,1163,2091,400,155,2979,482,2283,3809,475,4044,4009,630,11062,159,8213,298,2244,1330,1851,10698,2,725,85,656,7591,1130,1430,3942,80929,3474,439,7,0,0,1725,3076,0,1486,792,1343,3300,9
43,bookcorpus,13,1,2702,667,1958,2942,2724,3522,2089,3080,425,1463,1454,5194,25259,5638,6971,2285,4959,1306,238,203,2,11285,2566,447,4775,284,3190,257,9831,1620,4527,18017,1527,805,575,2111,8037,2220,6677,1702,3477,22284,5589,2464,955,1813,6358,2479,1970,15,1473,27392,1349,44,191,0,1504,0,10,3094,2841,3419,4522,5123,149,318,32028,1081,1383,0,11338,5759,0,1063,552,7374,3007,2096,6682,5874,0,8983,1089,0,10083,1391,1312,2193,282,138,2729,327,2047,3093,633,3794,4379,587,11213,81,7912,249,2031,2052,1999,10437,11,1042,130,638,6838,984,1552,3482,82451,3404,644,6,0,0,1522,3149,0,1149,671,1192,3777,8
44,bookcorpus,14,1,2467,772,1825,2712,2173,3768,2117,3543,452,1374,1974,5065,23948,5132,7182,1992,4402,1888,252,339,0,11960,2856,544,3739,194,3535,320,9934,1693,4406,19169,1349,683,431,1704,7705,2128,6493,1537,2800,21685,5380,2576,1111,2158,6351,3036,1503,9,1989,27724,1042,80,172,5,1674,0,88,3079,2511,3143,3543,5566,173,229,31827,1546,1353,0,11581,5601,0,768,463,7835,2365,2538,4756,6486,0,8907,1164,3,11216,1495,1194,1356,304,172,2779,569,2334,3683,859,4128,4295,425,11376,154,8720,300,1760,1831,1502,10362,9,722,132,589,7204,708,1555,3334,84151,4091,602,3,0,2,1924,2951,0,1317,719,1372,3509,3
45,bookcorpus,15,1,2943,1148,2087,2470,2921,3685,1521,3238,334,1227,1492,5796,24646,5602,6527,1944,3737,1443,213,175,2,10961,3216,419,3589,185,3219,335,10389,1583,3861,20452,1446,815,407,1686,8116,2385,5808,1484,2791,23256,5195,2616,1031,1723,6397,2596,1412,14,1668,28489,1524,53,162,0,1634,0,11,2840,3016,3390,4138,5616,167,294,33447,1198,1432,0,11578,5874,0,930,371,8065,2743,1641,4442,6774,0,7034,1073,0,11028,1327,1410,1822,310,114,2413,655,2095,3933,566,4231,4010,418,10508,84,8436,281,1841,1678,1377,9418,8,729,153,903,7044,859,1531,2908,86385,4415,542,7,0,0,1592,2723,0,1147,670,1185,3384,6
46,bookcorpus,16,1,2873,1114,2129,3032,2294,3779,1595,3345,339,1625,2388,4732,22219,5088,7882,1848,3982,1468,333,329,3,12577,2950,409,4434,223,4111,328,8967,1896,4526,18685,1274,768,808,2026,6936,2580,6743,1816,3180,22955,5730,2904,1231,1626,6632,3407,1683,9,1714,27322,1661,68,178,0,1691,0,19,2831,3155,2361,3768,5700,168,577,31917,765,1755,0,12347,6702,0,1294,489,7656,2827,1873,5959,7143,0,8344,1299,0,10427,1614,712,1691,367,181,2305,562,2034,3178,510,3930,4470,100,10498,142,7459,381,1953,1923,1648,10376,4,1137,115,901,7826,983,1178,3488,80946,3421,569,3,0,0,1926,3094,0,1408,669,1082,3670,13
47,bookcorpus,17,1,2694,1253,2248,2093,2047,3955,2040,3397,428,1159,1673,6233,25618,5230,6771,2043,4450,1778,322,239,2,12068,3286,426,4523,274,4302,306,9146,1695,4522,18343,1227,764,522,2285,7032,2321,6049,1715,3033,22798,5824,2945,616,1902,5895,2275,1227,5,1947,27656,1815,57,167,0,1688,0,19,2868,3178,3086,3132,4914,124,98,32313,864,1374,0,11718,6018,0,1231,391,8452,2777,1789,5133,7372,0,9607,1027,0,10643,1430,1441,1727,399,129,2562,369,2115,3630,651,4178,4053,344,11294,140,8526,235,1948,1699,1893,9420,3,543,105,505,6778,964,1505,3424,81644,3811,679,7,0,0,1869,3060,0,1039,745,1169,3791,7
48,bookcorpus,18,1,2718,951,2260,2598,2251,3501,2009,2997,307,1368,1880,5247,23317,5402,7201,2290,4305,1262,192,290,3,10561,3776,435,4228,217,2999,293,8866,1621,4789,18417,1360,965,560,1608,6962,2239,5410,1847,2648,22572,6020,2715,996,2212,6413,3424,1666,6,1633,27093,1868,41,232,1,1786,0,6,3305,2502,2767,3460,5716,109,468,32091,1168,1447,0,11951,6016,0,1175,537,8294,2267,1597,4878,6550,0,8599,1060,0,11089,1810,1256,1696,366,115,3102,432,2203,3225,815,4555,4565,482,11662,114,8005,327,1917,1746,1388,11238,1,528,124,659,7695,841,1202,4064,83772,3576,635,0,0,0,1716,2904,0,1284,736,1258,4385,9
49,bookcorpus,19,1,2586,1192,2290,2743,2066,3705,1720,2640,507,1458,1372,6389,24832,5045,6163,2195,4719,1112,257,201,5,12043,3155,434,4179,229,3987,276,9365,2011,4088,18741,1314,970,1111,1288,7930,2384,6289,1588,2151,22448,5861,2668,1110,1993,5989,3281,1344,6,2057,27373,1459,101,214,0,1633,0,6,2865,3193,2743,3928,5187,121,488,32086,1254,1622,0,11759,6132,0,1151,447,7429,2726,2025,5095,7401,0,9132,1183,0,11117,1756,980,1395,355,94,2594,524,2340,3383,684,3858,4316,353,11954,100,8361,316,1954,1465,1910,10358,5,620,107,840,5881,1113,937,3317,82727,3471,817,3,0,0,1922,2778,0,1572,847,1089,3831,4
50,bookcorpus,20,1,2875,1444,2018,3480,2436,4044,1259,2830,335,1736,1787,5453,21578,5567,6797,2525,5030,1542,358,293,4,10566,3334,403,4841,272,3589,255,9517,1751,4192,17858,1551,1160,649,1847,7240,2614,5924,1952,2933,22115,5676,2214,1227,1683,7199,3153,1240,6,1508,27422,1870,117,234,1,1724,0,17,3394,2676,2499,4463,6000,142,480,31591,1356,1594,0,10686,5917,1,1116,538,7112,2434,2116,5145,6494,0,8783,1316,1,10910,1528,1600,1661,325,188,3116,658,1819,3581,864,4795,3699,756,10656,161,8098,332,2054,1799,1889,10093,10,638,100,788,8341,1012,1593,3440,82187,3380,633,8,0,0,1971,3236,0,1257,801,1258,3940,14
51,bookcorpus,21,1,2605,901,1796,2826,1675,3578,1414,2506,379,1472,1735,4700,24139,5523,6392,2206,4599,1511,214,261,1,11197,3232,484,4248,266,3369,252,10742,1874,4060,18860,1403,1110,825,1887,8404,2911,5737,1732,3206,22019,5249,2714,1231,2395,6318,3287,2343,17,1882,27515,1652,139,194,26,1737,0,19,3415,2493,2520,4087,5261,149,418,32683,1474,1301,0,10328,5306,0,1343,444,7612,2746,1913,5823,7092,0,8462,968,0,10968,1417,1184,2425,413,124,2398,505,1989,3762,548,4276,4271,254,11276,99,7863,338,1796,1602,1918,9559,6,545,117,666,7023,1125,1307,3295,84621,2900,929,2,0,0,2008,2950,0,1419,740,1234,3605,4
52,bookcorpus,22,1,2688,998,2285,2061,2257,3972,1930,2865,415,1029,1752,5367,23851,5125,6639,2174,4324,1376,270,354,1,11796,3327,376,4187,252,4388,231,9316,2084,4210,18852,1258,1101,708,1690,7152,2677,7003,1572,2949,22778,5708,2864,1127,2157,6058,3587,1813,6,1988,27336,1469,52,209,0,1956,0,160,2827,2716,2312,3295,5805,134,457,32217,1051,1326,0,12369,6558,0,1464,281,8140,2519,2037,5174,6937,0,8627,927,5,10766,1526,1324,1562,326,125,2973,505,2102,3406,650,4039,4055,298,12035,169,7499,408,1939,1671,1934,9731,0,617,113,1066,6141,928,956,3087,82844,3118,729,4,0,0,2229,3074,0,1328,743,1082,3868,10
53,bookcorpus,23,1,2739,1248,2076,2531,2563,4216,2164,2774,419,1414,1903,5609,22314,5186,6679,1596,4234,1619,227,195,3,10282,3192,494,4214,214,4196,273,9460,2008,4430,17261,1530,1030,667,1805,7755,2728,7080,1818,2834,21114,5258,3163,1226,1942,6166,2710,1562,9,1622,26400,1532,87,235,0,1871,0,49,3477,2888,2667,3588,5280,129,351,32326,1047,1474,0,12529,6970,0,1248,438,7522,3115,2384,6014,6918,0,8754,1514,5,10348,1807,1233,1842,363,120,2662,315,2020,3500,813,3945,4706,265,11551,168,8750,357,2031,1626,2297,10996,16,1035,177,844,6810,1126,1432,3460,80932,3288,613,1,0,0,2426,2995,0,1394,757,1068,3630,5
54,bookcorpus,24,1,2600,955,2109,2435,1839,3824,2062,2998,348,1308,1664,5039,23679,4939,6212,2279,4549,1566,268,176,1,11358,3832,402,4436,251,3463,278,9595,1891,4355,19808,1583,891,717,1741,7534,2405,6646,1484,2795,23206,6097,2468,799,1765,6431,3126,1995,5,2141,28742,1116,33,243,0,1432,0,20,3222,2799,3233,3591,5481,105,292,32905,1340,1577,0,10285,5483,0,1498,412,7562,2413,1801,4920,6744,0,8172,1352,1,11065,1528,1380,1575,404,198,2939,668,2359,2762,484,4244,3708,461,10805,128,7779,390,2002,1910,1879,10278,3,933,157,674,7455,1174,1439,2749,84329,3380,775,6,0,0,1478,3018,0,1166,732,1191,3551,10
55,bookcorpus,25,1,2758,892,2295,2353,1858,3559,2148,3655,318,1217,2083,4918,21332,5427,7164,1742,4090,1656,239,134,1,11523,3087,357,4592,196,4426,290,9382,1574,4382,19503,1285,750,663,1486,6739,2684,6554,1808,2595,24495,5545,2765,1096,1714,6428,3541,1725,4,1813,28218,1451,60,200,4,1861,0,8,2697,2585,2645,3419,5960,182,585,33007,1016,1282,0,11966,6243,0,1154,434,7080,2956,1341,5836,6668,0,9844,1092,1,10214,1313,1253,1744,397,190,2598,585,1837,3109,571,3939,4192,404,11019,128,8219,290,2036,1752,1907,10583,11,513,94,629,6489,1187,1195,3876,82727,3908,684,3,0,0,1850,2906,0,1215,689,1250,4139,7
56,bookcorpus,26,1,2745,1088,1959,2451,1530,3786,1749,3149,383,1285,1846,5409,23298,5676,7507,2240,4230,1766,273,240,2,10964,3750,370,3279,224,4593,243,9414,1619,4322,19548,1358,581,780,1813,7732,2845,5973,1963,2462,22605,5573,3603,1259,1835,6172,2794,2023,25,1868,28052,1336,50,238,11,1838,0,16,3130,2964,3324,4097,5241,104,386,33453,1160,1466,0,11073,6724,0,1185,455,7568,2626,2084,5575,6946,0,9795,1017,0,10541,1613,1381,1698,294,149,2845,378,1942,2878,645,4206,3752,486,10586,158,7760,202,1793,1922,1972,10412,10,810,131,700,7273,1409,1164,2728,80322,3285,719,6,0,0,1790,3341,0,1266,736,1175,3683,11
57,bookcorpus,27,1,2565,1125,2013,2599,1931,3599,1440,3003,370,1338,1826,4662,27145,5897,6506,1954,3642,1664,232,123,3,10851,2594,360,4650,216,3745,308,11435,1824,4253,19958,1468,752,306,1835,7765,2066,6034,1601,3314,22918,5584,2659,779,1740,5665,2344,1269,15,1911,28479,1823,91,215,0,1343,0,27,2929,3049,2867,3784,4263,87,403,34275,1124,1273,0,11782,6291,0,1100,421,9323,2360,1441,5061,6458,0,8047,1172,0,10804,1352,1051,1245,267,114,3084,309,1982,3764,655,3793,4042,232,10552,117,7894,240,1900,1766,1914,9060,1,791,95,822,8419,888,1198,3044,84688,3712,662,6,0,0,1281,2925,0,1181,749,1262,3080,3
58,bookcorpus,28,1,3011,921,2468,2328,2319,4060,1611,2918,375,1236,1535,6402,23047,5535,7184,1782,5507,1721,245,184,2,12416,3400,426,4301,252,4430,282,9121,2024,4244,19490,1243,991,875,1549,7381,2093,6559,1641,2365,21710,6028,2404,1321,2220,6848,2537,1733,6,1725,26398,1292,130,192,0,1994,0,11,2881,2807,2609,3345,5190,174,538,32157,1311,1539,0,10171,6298,0,823,406,7566,2908,2093,5235,7166,0,9598,1226,0,10930,1887,1088,1658,488,139,2427,531,2053,3092,946,4362,4398,389,12091,180,8924,356,2027,1636,1745,10248,1,737,156,825,7158,793,1634,2794,79981,3361,812,3,0,1,1959,3084,0,1601,932,983,3806,8
59,bookcorpus,29,1,2775,969,2134,2037,1897,3463,1789,3258,332,1123,1851,4596,25885,5319,6688,1741,4615,1470,298,268,6,11230,3678,431,4621,209,3454,284,10394,1777,4175,18270,1724,594,609,1568,7489,2818,6122,1998,2525,22782,5418,2164,1176,1891,5977,3023,1756,14,1839,27801,1525,97,231,0,1716,0,19,3105,2662,3071,4288,5218,103,491,32742,1039,1313,0,11350,5208,0,1159,439,8521,2403,2168,6073,7067,0,8160,1299,0,10712,1383,1017,1727,329,160,2503,418,2320,3307,516,4312,4412,312,11381,107,8272,338,1849,1636,1460,10165,7,589,110,696,7169,974,1302,3793,84152,3388,731,2,0,0,1613,3107,0,1329,768,910,3216,4
60,bookcorpus,0,2,6673,0,17887,141,0,2143,146,112,4259,171,2555,443,2355,167,0,47,5,0,101784,4515,748,45853,0,0,727,391,3466,14304,2756,14271,0,288,903,2163,2790,1169,1,393,0,8,700,1,737,13,14473,0,75,29438,1547,1010,0,116,0,514,29110,1609,0,468,0,18,44666,2841,349,898,4618,151,4329,640,0,8161,9546,2779,0,2152,1281,52,774,7021,25,5311,755,176,129,155,757,1669,712,77,3764,60,3230,0,352,219,2772,1302,290,13,1778,250,0,372,1314,1837,264,121,14760,51,12316,0,23215,519,1,316,198,1253,2352,0,27,7019,2513,3262,3170,15390,2172,1245,2122,962
61,bookcorpus,1,2,6714,0,17400,149,0,2100,105,129,3997,181,2305,301,2449,126,0,85,0,0,100634,4784,1200,44852,0,0,379,470,3257,13925,2711,14680,0,350,667,2355,3015,1272,0,515,0,15,866,2,1098,4,13027,0,31,28877,1813,1532,0,120,0,706,28577,1350,0,632,0,8,45086,2970,348,980,5036,73,5108,712,0,7812,11870,4228,0,2393,1598,81,850,5686,31,5721,648,241,118,409,910,1189,452,56,4415,140,3752,18,225,244,2740,1604,867,5,3059,205,0,422,1301,1807,168,115,14249,95,10840,0,22492,576,0,306,143,1493,3204,0,11,6626,1738,2738,3353,14919,2032,1064,2037,914
62,bookcorpus,2,2,6836,0,18333,113,0,1918,127,149,3945,154,2766,363,2329,284,0,45,2,0,100094,4398,781,46522,0,0,536,410,3560,13363,2878,16347,0,218,1004,2464,3538,1149,0,367,0,25,903,1,1038,8,14464,0,85,28082,2327,1870,0,142,0,594,27430,1159,0,745,0,13,42309,2646,350,964,4595,98,4997,647,0,8050,10394,4204,0,2543,816,103,983,5876,33,4976,653,201,146,126,750,1193,765,105,3801,122,3074,2,337,200,2869,1359,649,6,2011,275,1,244,1679,1718,239,135,15074,110,12285,0,22181,587,2,256,148,1037,3253,0,32,7777,2230,3269,3909,13510,2764,1437,2167,1137
63,bookcorpus,3,2,6184,0,17792,195,0,2020,125,113,4578,185,2397,209,3247,390,0,46,1,0,98787,3935,746,46104,0,0,679,413,3258,13945,2485,16184,0,320,663,2210,3252,1059,0,377,0,12,1217,2,696,31,14915,0,63,28826,1181,1520,0,103,0,595,27957,1526,0,485,0,10,42626,3777,335,985,4569,124,5150,980,0,7685,11956,3357,0,2408,1051,95,1055,6902,30,4898,768,195,110,197,770,1308,895,39,3752,109,3347,1,309,255,2891,1752,761,3,2613,390,0,244,1339,1832,301,116,12618,107,12089,0,22045,640,4,342,141,1588,2686,0,10,7813,1662,2972,3978,14564,2960,1891,1856,1004
64,bookcorpus,4,2,6588,0,18620,123,0,2031,109,199,4519,151,2238,611,2326,235,0,59,0,0,100806,4953,1049,43750,0,0,771,397,3004,15168,2436,14455,0,234,738,2085,3555,1195,0,290,0,26,716,0,751,1,14258,0,67,29465,1540,1875,0,115,0,429,28925,1491,0,493,0,3,43499,3101,360,1056,4840,109,4952,877,0,7363,11476,3230,0,2544,949,95,907,6887,33,5215,511,265,144,199,780,1435,850,80,3438,169,3150,0,282,138,2644,1153,661,4,2416,303,0,256,1300,1796,271,123,13492,108,12334,0,23444,523,0,280,212,1239,2721,0,42,6427,2199,3183,3836,14103,3169,1328,1969,968
65,bookcorpus,5,2,6586,0,18390,165,0,2176,108,146,3863,200,2845,287,2190,243,0,34,0,0,101676,4723,1021,45621,0,0,998,637,3594,14201,2653,15672,0,256,670,2395,2739,1143,0,344,0,20,915,0,707,59,13648,0,127,28454,1474,1815,0,129,0,623,28691,1709,0,560,0,8,42008,2749,327,1166,3995,187,4485,783,0,7852,11836,3273,0,2069,1248,58,836,6492,19,5799,669,220,112,128,685,1720,565,89,3874,167,3086,4,202,239,2929,1319,899,8,2650,290,0,205,1239,1762,300,120,13893,83,12396,0,22344,485,0,308,142,1864,2385,0,8,6301,2395,4036,3676,13917,2568,1334,2059,916
66,bookcorpus,6,2,7349,0,17540,110,0,1459,120,129,4227,220,2161,292,2302,211,0,47,0,0,100212,4073,833,45938,0,0,688,445,3746,13299,2468,15458,0,272,959,2602,3212,972,0,289,0,10,761,1,766,3,15394,0,50,29596,2032,1592,0,121,0,456,29103,1652,0,788,0,19,42324,3131,367,1008,4428,159,4754,830,0,8176,10458,3009,0,2242,1089,69,881,6936,23,5381,775,250,125,296,820,1314,927,63,3599,168,4004,0,333,170,2701,1521,406,4,2203,387,1,477,1266,1992,381,126,13385,98,13297,0,22607,495,0,261,147,1140,2379,0,34,7031,2116,3235,3571,13555,2937,1319,2015,1115
67,bookcorpus,7,2,6337,0,16449,206,0,1859,112,157,4719,245,2463,486,2627,291,0,58,1,0,100809,4511,902,43976,0,0,745,349,3037,12983,2983,15518,0,380,980,2297,3350,982,0,477,0,18,1121,1,884,6,14771,0,46,29916,1455,1537,0,115,0,457,29250,1591,0,702,0,12,43121,3019,231,1090,4419,109,4549,727,0,6917,10446,4182,0,2722,1184,58,926,7432,29,5393,622,220,103,157,687,1238,869,81,3658,151,2959,1,481,154,2550,1492,738,4,2079,240,0,352,1647,1681,244,134,13809,81,13176,0,24596,526,1,344,122,1431,2790,0,45,7323,2107,3352,3315,13156,2596,1088,2017,1146
68,bookcorpus,8,2,6770,0,18131,234,0,2369,135,229,4303,209,2413,385,2484,232,0,87,0,0,100426,4249,949,46367,0,0,877,354,3441,12739,2871,16714,0,384,691,2333,2922,1140,0,456,0,31,930,1,732,3,14540,0,173,27878,1791,1188,0,131,0,608,27826,1518,0,824,0,7,42582,3306,260,1107,4558,137,4745,919,0,8162,11273,3668,0,2114,1092,92,979,6898,24,4592,721,206,149,269,892,1151,894,102,4614,195,2228,1,436,189,3120,1397,541,4,2778,298,0,360,1549,1673,230,73,13708,86,12374,0,23244,695,2,277,206,1096,2580,0,72,7838,2453,3889,2925,12966,2178,1080,2017,949
69,bookcorpus,9,2,6622,0,16633,124,0,1933,127,164,5077,203,2646,344,2549,369,0,24,0,0,101433,3644,1079,46017,0,0,802,362,3668,12743,2428,15796,0,324,1230,2248,2611,1167,0,554,0,19,839,2,680,33,14779,0,85,28221,1779,1340,0,119,0,213,28249,1390,0,768,0,9,43881,3462,354,1243,4088,152,5094,834,0,8192,10206,3099,0,2259,1400,79,944,7313,26,4808,815,257,112,227,691,1512,1004,91,3873,232,3023,1,416,185,2965,1360,788,6,2276,296,0,245,1747,1703,361,111,13628,91,13123,0,23252,664,0,285,189,1150,2716,0,84,7124,1665,3580,3270,13097,3003,912,2199,1079
70,bookcorpus,10,2,6667,0,17524,199,0,1736,127,214,4202,180,2084,248,2226,87,0,34,0,0,100840,4257,748,45117,0,0,999,375,3008,14119,2707,15713,0,315,767,2176,2995,1116,0,362,0,9,631,2,762,3,13684,0,58,28830,2167,1789,0,105,0,408,28893,1358,0,637,0,9,44438,3395,290,959,4464,157,5113,855,0,7523,9725,3086,1,2491,1417,64,770,6231,32,4952,677,216,95,168,650,1211,753,71,4953,195,3225,2,225,230,2255,1323,380,33,2034,214,3,476,1301,1864,320,86,14446,98,13188,0,24707,546,5,220,121,1662,2766,0,21,7348,2026,3455,4022,13566,2380,1149,2018,1134
71,bookcorpus,11,2,5909,0,17326,191,0,1864,122,170,4537,209,2148,468,2175,367,0,57,3,0,100808,3967,1145,47443,0,0,779,570,2976,13855,2532,14856,0,250,990,2180,4103,1114,0,369,0,11,1066,1,1182,33,15245,0,139,28815,1540,1463,0,112,0,510,28596,1220,0,687,0,14,42916,3156,378,1082,4198,151,4608,466,0,7467,10390,3388,1,2265,1053,65,859,6060,27,5492,669,266,88,82,837,999,743,93,4493,120,2990,0,369,209,3074,1225,535,7,2360,274,1,337,1522,1700,241,129,13423,101,13047,0,23350,683,26,267,229,1548,2390,0,24,7429,2127,3583,3608,14591,2257,1216,1842,1045
72,bookcorpus,12,2,6450,0,16877,123,0,1810,123,154,4282,195,2427,335,2054,313,0,45,1,0,101119,4604,906,45920,0,0,700,361,2939,13518,3053,15277,0,251,1475,2297,3400,1139,0,617,0,8,660,4,977,11,14227,0,80,28307,1905,1378,0,115,0,866,28335,1534,0,902,0,5,43912,3218,339,1110,4963,87,5292,783,0,7841,9869,3766,0,2412,1217,66,917,6612,26,5071,711,202,129,184,738,1535,982,92,4604,72,2842,2,246,193,2654,1597,685,3,2507,221,0,233,1794,1685,189,103,13547,73,12429,0,23195,647,6,280,40,1379,3050,0,11,6033,2315,3119,4415,13199,2154,1430,2179,1004
73,bookcorpus,13,2,6546,0,18977,186,0,1914,155,93,4437,263,2280,311,2268,320,0,85,0,0,98633,3960,618,47510,0,0,697,232,2988,13668,2704,14733,0,348,812,2181,3264,1264,0,378,0,12,891,1,780,18,14743,0,86,28343,1916,1641,0,119,0,699,27601,1211,0,546,0,11,41613,3198,362,857,4611,110,4910,936,0,8144,11748,4305,0,2498,1401,94,1009,6157,21,6145,733,203,138,119,740,1088,759,103,3869,182,3139,5,256,162,2607,1459,641,4,2672,254,1,367,1444,1728,404,93,13464,117,12551,0,22953,497,3,237,101,1665,2827,0,6,7124,1983,3710,3508,14580,3031,1200,2050,949
74,bookcorpus,14,2,5943,0,17980,201,0,1969,121,147,4171,173,2427,112,2717,278,0,64,0,0,101318,4288,1043,46590,0,0,765,208,3631,14512,2452,14928,0,308,864,2654,3171,1127,0,396,0,12,762,1,685,5,14146,0,111,28497,1751,951,0,97,0,500,28336,1474,0,813,0,15,42692,3143,410,956,4983,177,4831,683,0,7538,10906,2774,0,2947,1735,72,1028,6639,32,4976,626,254,111,227,858,1131,714,67,3950,148,3081,6,283,158,2940,1371,538,7,2208,315,0,246,1759,1587,316,113,13900,75,13506,0,22160,617,5,249,102,1558,2465,0,11,7022,2166,3395,3402,14539,2801,1112,1972,981
75,bookcorpus,15,2,6301,0,18611,202,0,1479,117,99,4276,168,2269,362,2163,224,0,76,2,0,100880,4228,820,45244,0,0,895,496,2954,14657,1993,15107,0,357,901,1931,3567,1179,0,240,0,15,683,2,875,5,13201,0,129,30094,1810,1226,0,156,0,650,29405,1062,0,601,0,5,45122,3101,372,789,4679,113,4369,907,0,7821,11219,3049,1,2765,1369,115,866,6808,16,5189,688,283,88,189,700,1252,574,65,4149,76,3372,2,436,154,3157,1551,456,2,2226,180,0,145,1586,1844,231,96,14471,54,11387,0,23919,557,2,265,126,1206,2833,0,19,5560,2205,3025,3133,15070,2458,1167,1971,971
